image_path,otsu_mask_path,true_label,predicted_label,correct,white_pixel_ratio,contour_area,contour_perimeter,edge_density,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7
data/processed/images/test/glioma/test_0_gl-0729.png,results/otsu_baseline/otsu_masks/mask_0.png,tumor,no_tumor,False,0.4457908163265306,22766.5,570.9432119131088,0.029057716836734693,0.0006457914563419956,1.9446401487962264e-08,7.876340026555542e-14,1.0123330471660647e-14,2.7026353412519874e-28,9.95993893753869e-19,9.311975638322724e-29
data/processed/images/test/notumor/test_1_no-1671.png,results/otsu_baseline/otsu_masks/mask_1.png,no_tumor,tumor,False,0.4269172512755102,23778.5,584.457931637764,0.05446827168367347,0.0006924630725471971,1.7920628595774185e-08,1.3768732163853713e-12,1.7846060542455508e-13,6.178255263416995e-26,2.035005279876785e-17,6.331332654506772e-26
data/processed/images/test/glioma/test_2_gl-0955.png,results/otsu_baseline/otsu_masks/mask_2.png,tumor,no_tumor,False,0.2908561862244898,16564.0,507.7300089597702,0.03198740433673469,0.000763482316369216,4.1859344424983305e-08,6.735505377647975e-13,3.448283044496699e-12,2.728085223776076e-24,6.961244445639226e-16,-4.491625997019131e-24
data/processed/images/test/notumor/test_6_no-1391.png,results/otsu_baseline/otsu_masks/mask_6.png,no_tumor,tumor,False,0.4642857142857143,33288.5,688.3401817083359,0.07914142219387756,0.0007949752740954365,1.4073453856707038e-09,3.760116815727414e-12,7.856975529654675e-14,4.46584409344253e-27,-2.915015159671136e-18,-4.2471350560315384e-26
data/processed/images/test/notumor/test_9_no-0673.png,results/otsu_baseline/otsu_masks/mask_9.png,no_tumor,tumor,False,0.43339445153061223,24366.5,588.801077246666,0.04998405612244898,0.0006688825212251409,2.0821864308038456e-08,1.6294830747213902e-12,2.3408975509583407e-14,1.1742859627567206e-27,1.9208097580845575e-18,-4.4185401230988965e-27
data/processed/images/test/glioma/test_10_gl-0641.png,results/otsu_baseline/otsu_masks/mask_10.png,tumor,no_tumor,False,0.35347576530612246,20870.0,545.8721460103989,0.029137436224489797,0.0007381508857027453,1.897983438796372e-08,2.6275165130804995e-12,1.7900208124086737e-13,-5.618379218101658e-26,1.683053479704014e-17,1.0914946211964235e-25
data/processed/images/test/glioma/test_11_gl-0113.png,results/otsu_baseline/otsu_masks/mask_11.png,tumor,no_tumor,False,0.31752232142857145,16721.5,489.6295038461685,0.02467315051020408,0.0006789652579598525,1.2025706934588588e-08,2.5131850030256583e-12,1.078884323104582e-14,4.219957220908201e-28,1.6026638830723202e-19,-1.7256904802662053e-27
data/processed/images/test/notumor/test_14_no-1115.png,results/otsu_baseline/otsu_masks/mask_14.png,no_tumor,tumor,False,0.28182796556122447,13526.5,460.031525850296,0.048927774234693876,0.0006553380977956423,1.738227723440416e-08,2.704645430069788e-12,8.981231831748458e-14,-2.2287545319783915e-26,1.1776093657774643e-17,-3.824451026746233e-26
data/processed/images/test/glioma/test_16_gl-0804.png,results/otsu_baseline/otsu_masks/mask_16.png,tumor,no_tumor,False,0.28031329719387754,14148.0,448.41630232334137,0.03168845663265306,0.0006409799561301163,2.215339093006351e-09,3.383624076468821e-12,1.6850902793694837e-14,-4.022515136813873e-27,-1.3530548489300118e-19,9.772453873985363e-29
data/processed/images/test/glioma/test_18_gl-1347.png,results/otsu_baseline/otsu_masks/mask_18.png,tumor,no_tumor,False,0.4073461415816326,21116.5,546.9432127475739,0.03256536989795918,0.0006468371329147397,1.1288319406898674e-08,3.285554786982708e-13,4.056409971239885e-15,-1.0307008563769052e-28,4.092334766689975e-19,-1.063312541138272e-28
data/processed/images/test/glioma/test_20_gl-0211.png,results/otsu_baseline/otsu_masks/mask_20.png,tumor,no_tumor,False,0.33998325892857145,18639.0,547.5290006399155,0.023995535714285716,0.0006710343186041592,6.385272083476347e-09,3.058176855468316e-13,1.5643676534923704e-13,3.03513230003038e-26,1.2223967142029101e-17,1.579833519077571e-26
data/processed/images/test/notumor/test_21_no-1005.png,results/otsu_baseline/otsu_masks/mask_21.png,no_tumor,tumor,False,0.2642299107142857,18905.0,520.4163006544113,0.0791015625,0.0008951937247113243,2.729987388359954e-08,1.8495046813191154e-12,4.876355316877856e-13,3.8610434148615534e-25,7.746859670839947e-17,2.5569718159216964e-25
data/processed/images/test/notumor/test_23_no-0822.png,results/otsu_baseline/otsu_masks/mask_23.png,no_tumor,tumor,False,0.5218231823979592,28404.0,1760.0428416728973,0.09390943877551021,0.0007623480527294891,2.833636217882259e-08,7.653115197673127e-12,1.1499221720222999e-12,3.1140559799289675e-24,1.902392619259092e-16,1.392739725146283e-24
data/processed/images/test/notumor/test_27_no-1248.png,results/otsu_baseline/otsu_masks/mask_27.png,no_tumor,tumor,False,0.48848054846938777,37377.0,723.4701255559921,0.07278380102040816,0.0008139818379835045,6.3990299409763135e-09,8.235944175643026e-12,2.6122167584437516e-15,-3.5787759479705423e-28,-2.0887591471434247e-19,-1.3685279776038853e-28
data/processed/images/test/notumor/test_29_no-1557.png,results/otsu_baseline/otsu_masks/mask_29.png,no_tumor,tumor,False,0.4267578125,23774.5,585.2863587141037,0.05470742984693878,0.000692347955070784,1.7731327788040153e-08,1.3575973895664493e-12,1.81589991516915e-13,6.507233592509583e-26,2.1032124075123823e-17,-6.240809810474634e-26
data/processed/images/test/notumor/test_35_no-1823.png,results/otsu_baseline/otsu_masks/mask_35.png,no_tumor,tumor,False,0.6030572385204082,36421.5,718.4823161363602,0.0840640943877551,0.0007361611378272101,1.5445414481328573e-09,3.703841269084693e-12,1.0799492214600545e-12,2.0080134215675195e-24,4.231485789934101e-17,7.956112795751507e-25
data/processed/images/test/notumor/test_38_no-1910.png,results/otsu_baseline/otsu_masks/mask_38.png,no_tumor,tumor,False,0.5589126275510204,31658.5,673.77163875103,0.04765226403061224,0.0006669493446200416,7.671104870892757e-09,1.2350535412381048e-13,2.411893704888066e-13,3.7872916021302075e-26,2.106313262579634e-17,1.7276847665259107e-26
data/processed/images/test/meningioma/test_43_me-0108.png,results/otsu_baseline/otsu_masks/mask_43.png,tumor,no_tumor,False,0.3606704400510204,19732.0,538.5584373474121,0.026028380102040817,0.0006603260854844181,1.859989742507139e-09,1.0681753965907036e-12,3.0693017426738894e-14,2.1916261609512524e-27,8.81969582613527e-19,5.1071274400714146e-27
data/processed/images/test/notumor/test_45_no-1029.png,results/otsu_baseline/otsu_masks/mask_45.png,no_tumor,tumor,False,0.40200494260204084,23382.0,582.7005723714828,0.060626594387755105,0.0007089377154496409,4.531905567003852e-08,1.905175653912362e-12,8.276822868923927e-14,3.286710805950364e-26,1.7619600769083658e-17,-8.668234966460627e-29
data/processed/images/test/meningioma/test_48_me-0810.png,results/otsu_baseline/otsu_masks/mask_48.png,tumor,no_tumor,False,0.41507892219387754,23441.5,584.1147849559784,0.03314333545918367,0.0007084779541166916,9.328397417443238e-09,2.6046815054956594e-13,4.333527674197589e-13,-8.584720109026638e-26,4.159087931115233e-17,1.1759038924958538e-25
data/processed/images/test/notumor/test_51_no-0406.png,results/otsu_baseline/otsu_masks/mask_51.png,no_tumor,tumor,False,0.5589126275510204,31658.5,673.77163875103,0.04765226403061224,0.0006669493446200416,7.671104870892757e-09,1.2350535412381048e-13,2.411893704888066e-13,3.7872916021302075e-26,2.106313262579634e-17,1.7276847665259107e-26
data/processed/images/test/notumor/test_53_no-1174.png,results/otsu_baseline/otsu_masks/mask_53.png,no_tumor,tumor,False,0.4284518494897959,24557.5,589.9726498126984,0.03960060586734694,0.0006829742100775603,2.1398971715556072e-08,1.1075956845336243e-12,2.909358624540674e-14,3.0153523738177785e-28,2.0503993222398425e-18,5.2138849152290065e-27
data/processed/images/test/meningioma/test_55_me-1241.png,results/otsu_baseline/otsu_masks/mask_55.png,tumor,no_tumor,False,0.32467713647959184,18523.5,533.972650885582,0.0253109056122449,0.0007502232924973622,4.608981949759665e-08,5.169700511246682e-13,2.552103663115746e-13,8.866273868950325e-26,-3.364938699068996e-17,-2.7059666732098954e-26
